Token,Emotions,EmotionCount
hastig,"curiosity, fear, neutral",3
verliert,"approval, disappointment, fear, neutral, realization",5
schuh,"admiration, desire, disappointment, disapproval, joy, neutral",6
scheut,"disgust, neutral",2
davor,"admiration, caring, neutral",3
ferse,"joy, neutral",2
fuß,"admiration, fear, love, neutral",4
passt,"disapproval, neutral",2
rechte,"admiration, annoyance, caring, neutral, optimism",5
holzschuh,"neutral, sadness",2
stürmt,"excitement, neutral",2
draußen,"anger, curiosity, joy, neutral, sadness",5
kümmern,"annoyance, gratitude, neutral",3
rotkäppchen,"admiration, approval, curiosity, disgust, fear, gratitude, joy, love, nervousness, neutral, realization, surprise",12
schneiderin,"neutral, realization",2
gegend,"admiration, anger, caring, neutral",4
kranken,"caring, grief, neutral",3
kuchen,"joy, love, neutral, sadness",4
geschickt,"anger, neutral, realization",3
gewinnen,"desire, neutral, sadness",3
setzt,"approval, curiosity, joy, neutral, optimism",5
haube,"admiration, neutral",2
füllt,"caring, neutral",2
müllerbursch,"admiration, amusement, neutral, sadness",4
kätzchen,"approval, joy, love, neutral, sadness",5
hinaus,"admiration, approval, curiosity, excitement, fear, joy, neutral, realization, sadness, surprise",10
schönes,"admiration, amusement, approval, disapproval, joy, neutral, realization",7
schönste,"admiration, curiosity, grief, neutral",4
glühwürmchen,"joy, neutral",2
leuchtet,"annoyance, neutral",2
ganzes,"admiration, neutral",2
sense,"fear, neutral",2
bauen,"neutral, surprise",2
bursche,"admiration, desire, fear, love, neutral, pride, realization",7
falk,"admiration, neutral, pride, surprise",4
lennard,"neutral, pride",2
respekt,"approval, desire, neutral",3
behandelt,"annoyance, neutral",2
erfolg,"disappointment, neutral",2
düsterwald,"admiration, approval, neutral",3
nebel,"curiosity, neutral",2
liegen,"admiration, caring, disgust, fear, neutral, realization, surprise",7
schlafende,"love, neutral",2
erweckt,"love, neutral",2
versteckte,"disgust, neutral, realization",3
mitteilen,"fear, neutral",2
bereits,"amusement, approval, love, neutral, optimism, sadness",6
bestanden,"neutral, sadness",2
gekrönt,"neutral, optimism",2
stößt,"admiration, confusion, neutral, sadness",4
geschöpfe,"fear, neutral",2
wiederzukommen,"love, neutral",2
aufgehoben,"annoyance, neutral",2
erwachen,"admiration, love, neutral, realization",4
wahre,"joy, love, neutral, realization",4
betrug,"anger, annoyance, neutral, realization",4
umbringen,"caring, neutral",2
zuhörte,"neutral, sadness",2
hofe,"admiration, neutral, pride",3
königssohn,"admiration, annoyance, disappointment, joy, love, neutral, sadness",7
held,"admiration, neutral",2
hervor,"admiration, neutral, realization, sadness",4
vergebung,"love, neutral",2
ernennt,"gratitude, neutral",2
weissagung,"joy, neutral",2
ungeheuer,"disgust, gratitude, neutral",3
steigen,"anger, disappointment, gratitude, love, neutral, sadness",6
königstöchter,"amusement, desire, neutral",3
reihenfolge,"gratitude, neutral",2
abstand,"gratitude, neutral",2
monden,"gratitude, neutral",2
vermählung,"desire, neutral, optimism, sadness",4
anlass,"excitement, neutral",2
gäste,"excitement, love, neutral",3
darunter,"love, neutral, sadness",3
interessiert,"excitement, neutral",2
wünschen,"admiration, annoyance, neutral",3
königspaar,"admiration, neutral, realization",3
nachsichtig,"caring, neutral",2
zofe,"neutral, sadness",2
spaß,"excitement, neutral",2
hässliches,"disgust, neutral",2
wuchs,"admiration, fear, neutral, pride",4
laune,"neutral, surprise",2
wasserfall,"anger, neutral",2
empört,"anger, annoyance, neutral",3
folge,"approval, neutral",2
garten,"admiration, anger, desire, fear, neutral, realization, sadness",7
tags,"admiration, neutral, sadness",3
verfällt,"neutral, realization",2
komtess,"disappointment, neutral, surprise",3
trinkt,"annoyance, nervousness, neutral",3
augenblicklich,"love, neutral, realization",3
zurückkommen,"desire, neutral",2
oft,"admiration, amusement, annoyance, approval, curiosity, desire, disapproval, love, neutral, realization, sadness",11
weinen,"fear, neutral, sadness",3
grund,"neutral, surprise",2
vorüber,"joy, neutral, realization",3
zwingen,"annoyance, neutral",2
unheil,"annoyance, disappointment, neutral, realization",4
taucht,"gratitude, neutral",2
haaren,"admiration, approval, disgust, neutral",4
gefolge,"amusement, neutral",2
reiches,"approval, neutral",2
abgelegenen,"love, neutral",2
neugeborenen,"neutral, sadness",2
heimweg,"neutral, sadness, surprise",3
treibt,"neutral, realization",2
körbchen,"admiration, neutral, optimism",3
müllerin,"disgust, joy, neutral",3
knaben,"love, neutral, realization",3
knabe,"curiosity, neutral",2
eins,"admiration, love, neutral, realization",4
umgehend,"fear, neutral",2
verlobung,"admiration, neutral",2
hinrichten,"annoyance, fear, neutral",3
kenne,"joy, neutral",2
gasthaus,"desire, neutral",2
trocken,"embarrassment, neutral",2
aufhören,"admiration, amusement, neutral",3
fangen,"excitement, neutral",2
leuten,"joy, neutral, sadness",3
wurzeln,"love, neutral, sadness",3
mäuse,"caring, neutral, sadness",3
isabella,"admiration, joy, neutral, surprise",4
ausgetrocknet,"disapproval, neutral",2
jagt,"admiration, neutral",2
abschütteln,"caring, neutral",2
edlen,"annoyance, neutral",2
rand,"gratitude, neutral, realization, sadness",4
böser,"admiration, curiosity, disapproval, fear, neutral",5
matthias,"neutral, sadness",2
geblieben,"annoyance, caring, joy, neutral, sadness",5
wären,"curiosity, desire, excitement, love, neutral, realization, sadness",7
andreas,"neutral, sadness",2
verlieben,"love, neutral",2
gesamte,"anger, curiosity, love, neutral, realization",5
ware,"admiration, neutral, sadness",3
vorhaben,"disappointment, neutral",2
lichter,"admiration, grief, neutral, realization, surprise",5
teile,"embarrassment, neutral",2
erschöpft,"admiration, joy, neutral, sadness",4
gestein,"neutral, realization",2
jägern,"admiration, anger, joy, neutral",4
menschengestalt,"love, neutral, sadness",3
mensch,"admiration, caring, curiosity, disappointment, embarrassment, fear, gratitude, joy, love, neutral, realization",11
lagen,"admiration, amusement, anger, caring, love, neutral",6
gebüsch,"admiration, neutral",2
lockt,"caring, disgust, neutral",3
beschreibung,"curiosity, neutral",2
unsichtbar,"caring, neutral",2
zauberstab,"neutral, sadness",2
felsbrocken,"neutral, sadness",2
ehren,"admiration, joy, neutral",3
jindrich,"grief, neutral, sadness",3
prophezeiung,"fear, joy, neutral",3
zwillingsbrüder,"joy, neutral, sadness",3
jaromír,"admiration, joy, neutral",3
jaroslav,"confusion, fear, neutral",3
herrschen,"disappointment, neutral, realization",3
bruders,"annoyance, neutral",2
zigeunermädchen,"amusement, joy, neutral",3
bild,"admiration, caring, curiosity, neutral, remorse",5
tauschen,"joy, neutral",2
ferne,"annoyance, desire, neutral, surprise",4
milena,"confusion, fear, neutral",3
abweist,"admiration, neutral",2
billig,"love, neutral",2
hüten,"caring, neutral, sadness",3
aufs,"admiration, annoyance, fear, neutral, remorse",5
haar,"admiration, disgust, neutral, realization",4
schaf,"admiration, neutral",2
erschrickt,"annoyance, neutral",2
aufhalten,"fear, neutral",2
erblickt,"caring, curiosity, desire, joy, neutral, realization",6
unglück,"admiration, disappointment, fear, neutral, sadness, surprise",6
braucht,"annoyance, approval, neutral",3
schwarzgelockten,"admiration, neutral",2
weckt,"annoyance, neutral",2
týna,"confusion, neutral",2
gefeiert,"admiration, annoyance, joy, love, neutral",5
brautschau,"admiration, neutral",2
nördlichen,"neutral, sadness",2
wälder,"admiration, amusement, joy, neutral",4
gemieden,"neutral, sadness",2
geister,"annoyance, neutral",2
hexen,"anger, neutral",2
stefan,"anger, excitement, neutral, realization",4
rande,"admiration, neutral",2
dunklen,"admiration, anger, annoyance, love, neutral, sadness",6
vereinbarten,"annoyance, neutral",2
krug,"disgust, neutral",2
korb,"joy, neutral",2
guter,"admiration, disgust, embarrassment, joy, neutral",5
eiern,"fear, neutral",2
beeren,"love, neutral, sadness",3
milchkrug,"neutral, sadness",2
wütend,"anger, annoyance, disappointment, neutral",4
pflücken,"gratitude, neutral",2
streng,"neutral, surprise",2
verärgert,"annoyance, disappointment, neutral, relief",4
sonnenlicht,"admiration, neutral, realization",3
gefressen,"joy, love, neutral",3
hindurch,"admiration, neutral",2
zucker,"admiration, neutral",2
stimmen,"disgust, neutral",2
griselda,"admiration, neutral",2
bindet,"curiosity, neutral",2
schieben,"annoyance, neutral",2
zaubert,"admiration, neutral, sadness",3
ausrede,"admiration, neutral",2
befragt,"admiration, approval, grief, neutral",4
erhoffte,"grief, neutral",2
leber,"admiration, neutral",2
grausamen,"caring, neutral",2
gedeckten,"approval, neutral",2
tellerchen,"curiosity, neutral",2
bettchen,"admiration, curiosity, neutral",3
stühlchen,"curiosity, disgust, neutral",3
gesessen,"curiosity, neutral",2
brötchen,"curiosity, neutral",2
gemüschen,"curiosity, neutral",2
gäbelchen,"curiosity, neutral",2
gestochen,"curiosity, neutral",2
messerchen,"curiosity, neutral",2
geschnitten,"curiosity, neutral",2
becherchen,"curiosity, neutral",2
getrunken,"annoyance, curiosity, joy, nervousness, neutral",5
tönt,"disgust, neutral",2
niemandem,"caring, fear, neutral",3
tausendmal,"admiration, neutral, sadness",3
brauche,"annoyance, neutral",2
atmen,"fear, neutral",2
ohnmächtig,"admiration, joy, neutral",3
kurzer,"amusement, neutral, sadness",3
sterben.,"curiosity, neutral",2
präpariert,"gratitude, neutral",2
gift,"disgust, joy, neutral",3
rote,"admiration, confusion, fear, love, neutral",5
wache,"fear, neutral",2
liest,"neutral, surprise",2
male,"approval, neutral",2
hausarbeit,"annoyance, neutral",2
robert,"amusement, approval, joy, love, neutral, surprise",6
heran,"admiration, caring, joy, love, neutral",5
ehefrau,"annoyance, neutral",2
küster,"approval, neutral, realization",3
kirche,"neutral, realization, sadness",3
list,"amusement, annoyance, fear, joy, neutral, realization",6
soldat,"admiration, amusement, annoyance, approval, caring, confusion, disappointment, gratitude, neutral, realization, sadness, surprise",12
sold,"annoyance, neutral",2
wertlosen,"neutral, sadness",2
orden,"neutral, sadness",2
wunden,"admiration, neutral",2
täuschen,"fear, neutral",2
spüren,"joy, neutral",2
weiterziehen,"annoyance, neutral",2
beinen,"amusement, neutral",2
frische,"joy, neutral",2
lampe,"neutral, surprise",2
womit,"admiration, confusion, neutral, realization",4
spazieren,"curiosity, neutral",2
augustine,"approval, curiosity, neutral, realization",4
stecken,"caring, fear, neutral, sadness",4
vermählt,"admiration, annoyance, joy, love, neutral, optimism",6
gewähren,"desire, neutral, realization",3
böses,"anger, caring, disgust, neutral, realization, surprise",6
venedig,"approval, neutral",2
henriette,"anger, disappointment, neutral, remorse",4
verbannt,"anger, neutral",2
erbsen,"caring, neutral",2
schmerzen,"caring, neutral, sadness",3
waffen,"neutral, optimism",2
weise,"admiration, curiosity, neutral, realization, relief",5
posten,"neutral, realization",2
blaue,"admiration, approval, caring, neutral, sadness",5
überfallen,"anger, neutral",2
friedlicher,"admiration, neutral",2
einsames,"fear, neutral",2
zurecht,"admiration, neutral",2
misstrauisch,"curiosity, neutral",2
tabakspfeife,"neutral, sadness",2
lichts,"admiration, neutral",2
männchens,"joy, neutral",2
mutig,"admiration, caring, neutral",3
verlangen,"admiration, neutral, sadness",3
genau,"curiosity, neutral",2
leisten,"annoyance, neutral, sadness",3
frühen,"love, neutral",2
häscher,"annoyance, neutral",2
wilden,"anger, annoyance, joy, neutral",4
unerklärliche,"admiration, neutral",2
rauchen,"annoyance, neutral",2
versetzt,"desire, fear, neutral",3
schwerem,"neutral, sadness",2
anwesenden,"neutral, surprise",2
versehen,"neutral, sadness",2
vollständig,"love, neutral",2
kalt,"admiration, disgust, joy, love, neutral",5
begleitet,"admiration, love, neutral",3
rapunzel,"admiration, desire, disappointment, disgust, neutral, realization, sadness",7
verföhnt,"admiration, neutral",2
gothel,"admiration, annoyance, disappointment, neutral, realization",5
turm,"admiration, anger, excitement, neutral, sadness",5
nutzen,"confusion, neutral",2
dieb,"anger, annoyance, approval, caring, neutral, sadness",6
eindringling,"disgust, neutral",2
überwältigen,"annoyance, neutral",2
verstecken,"annoyance, neutral",2
eher,"amusement, disgust, neutral",3
geburtstag,"admiration, excitement, neutral, realization, sadness",5
rächen,"amusement, fear, neutral",3
laternen,"admiration, neutral",2
zurückgeben,"caring, neutral",2
wartet,"admiration, neutral",2
riders,"approval, neutral",2
schließt,"amusement, neutral, sadness",3
gesuchte,"neutral, realization",2
prozession,"amusement, neutral",2
träumt,"neutral, optimism",2
truthahn,"desire, neutral, realization",3
wahr,"admiration, caring, love, neutral",4
besorgte,"caring, neutral",2
macario,"admiration, amusement, disappointment, neutral, realization, sadness",6
berge,"curiosity, neutral",2
feinen,"disgust, neutral",2
teilen,"joy, neutral",2
``,"admiration, amusement, anger, annoyance, approval, caring, curiosity, desire, disappointment, disgust, embarrassment, excitement, gratitude, joy, love, neutral, sadness, surprise",18
geheilt,"love, neutral, realization",3
freundschaft,"gratitude, joy, neutral",3
heilt,"amusement, neutral",2
aufsehen,"admiration, neutral",2
dienste,"neutral, sadness, surprise",3
heilung,"desire, neutral",2
verbrannt,"joy, neutral",2
bestimmten,"excitement, neutral",2
geteilt,"neutral, realization",2
brüderchen,"admiration, anger, annoyance, desire, embarrassment, joy, love, nervousness, neutral, realization, sadness",11
schwesterchen,"admiration, anger, annoyance, embarrassment, joy, love, nervousness, neutral, realization, sadness",10
streiche,"disappointment, neutral",2
usa,"approval, desire, disappointment, gratitude, neutral, realization, sadness",7
sule,"neutral, sadness",2
springen,"neutral, sadness",2
schleicht,"fear, neutral",2
gekostet,"neutral, surprise",2
schaut,"admiration, disappointment, neutral",3
gesagt,"admiration, caring, love, neutral",4
schlafe,"disapproval, neutral",2
verbracht,"anger, neutral",2
durst,"fear, nervousness, neutral",3
wolf.,"love, nervousness, neutral",3
brünnlein,"annoyance, disapproval, nervousness, neutral",4
reh,"admiration, curiosity, joy, love, nervousness, neutral, realization",7
versichert,"desire, neutral",2
strumpfband,"anger, neutral",2
bleibe,"curiosity, neutral",2
rosenstrauch,"admiration, neutral",2
rehlein,"admiration, love, neutral, sadness",4
schwesterlein,"admiration, joy, nervousness, neutral, realization",5
herein.,"admiration, neutral",2
halsband,"admiration, neutral",2
hereingebeten,"neutral, sadness",2
spürt,"disappointment, neutral",2
geist,"admiration, anger, fear, gratitude, neutral, relief",6
sorge,"admiration, caring, fear, neutral, realization, sadness",6
stärker,"admiration, approval, caring, fear, gratitude, love, neutral",7
händen,"admiration, amusement, disgust, fear, joy, love, neutral, sadness",8
nimmermehr.,"love, neutral",2
leibarztes,"nervousness, neutral",2
ferkel,"fear, neutral",2
allerleirauh,"admiration, joy, neutral, sadness, surprise",5
gleiche,"caring, curiosity, neutral, realization",4
hofstaat,"anger, disappointment, neutral",3
anmut,"admiration, neutral, surprise",3
gottes,"annoyance, love, neutral",3
gesetz,"annoyance, joy, neutral",3
kleider,"admiration, annoyance, desire, embarrassment, love, neutral, optimism, sadness",8
mond,"disappointment, disgust, neutral",3
sterne,"neutral, realization",2
ruß,"admiration, neutral",2
lebendig,"admiration, fear, neutral, sadness",4
erwidert,"admiration, annoyance, confusion, neutral",4
angesehen,"disappointment, neutral",2
versteht,"desire, neutral",2
verzeihung,"neutral, sadness",2
silberne,"admiration, neutral",2
lotte,"curiosity, disapproval, neutral",3
spinnrädchen,"admiration, neutral",2
mathis,"admiration, neutral",2
redet,"disgust, neutral",2
lieb,"admiration, caring, love, neutral",4
fäden,"admiration, neutral",2
verbietet,"annoyance, neutral",2
pelz,"disappointment, neutral",2
tanz,"admiration, disappointment, joy, neutral, realization",5
kleiner,"amusement, disapproval, disgust, neutral, realization",5
vereint,"joy, love, neutral",3
waschen,"anger, disgust, neutral",3
christoffel,"admiration, disappointment, gratitude, love, neutral",5
entledigt,"fear, neutral",2
leere,"disapproval, neutral",2
goldschmieds,"love, neutral",2
erscheinung,"neutral, surprise",2
feld,"admiration, embarrassment, neutral, pride",4
frisieren,"anger, neutral",2
lady,"neutral, sadness",2
lilliana,"admiration, anger, disappointment, neutral, realization",5
hoffman,"neutral, sadness",2
frederick,"admiration, disgust, neutral",3
claudia,"admiration, annoyance, disappointment, joy, neutral, optimism, realization, sadness",8
schrank,"admiration, caring, disappointment, love, neutral, realization, sadness",7
form,"neutral, remorse",2
stummen,"confusion, neutral",2
lilly,"joy, neutral",2
schwanger,"neutral, optimism",2
erinnerung,"excitement, neutral, optimism",3
wunderbares,"admiration, neutral",2
gebannt,"admiration, neutral, relief",3
betritt,"neutral, sadness",2
zurückkehrte,"neutral, realization",2
zofen,"love, neutral",2
fehlgeburt,"neutral, sadness",2
nennt,"admiration, amusement, neutral, realization",4
spiegelbild,"admiration, love, neutral",3
claudias,"admiration, disappointment, neutral",3
hass,"anger, annoyance, neutral, optimism, realization",5
gemüt,"admiration, neutral",2
gerufen,"joy, neutral",2
vorzubereiten,"excitement, fear, neutral",3
sturm,"neutral, realization",2
aufgetragen,"admiration, neutral",2
lillianas,"joy, neutral",2
nächtlichen,"anger, neutral",2
zuflucht,"fear, neutral",2
verlassenen,"neutral, pride",2
bande,"neutral, sadness",2
angesicht,"admiration, neutral",2
gekleidete,"excitement, neutral",2
obst,"love, neutral",2
gläsernen,"neutral, optimism, sadness",3
herum,"admiration, anger, curiosity, desire, disgust, excitement, fear, love, neutral, realization, sadness",11
planen,"amusement, neutral",2
samen,"gratitude, neutral",2
stürzte,"amusement, anger, disgust, neutral",4
engelbert,"admiration, neutral, pride",3
aufgeben,"confusion, neutral",2
hingegen,"admiration, annoyance, disappointment, excitement, neutral, relief",6
gutes,"admiration, annoyance, approval, neutral, realization",5
rosenbäumchen,"admiration, neutral",2
wilbur,"approval, neutral, sadness",3
jasper,"annoyance, love, neutral, realization, surprise",5
spielt,"anger, caring, neutral",3
flora,"caring, neutral",2
schnellen,"neutral, sadness, surprise",3
läufer,"annoyance, caring, neutral",3
markus,"confusion, disappointment, neutral",3
wettlauf,"annoyance, neutral",2
erkannt,"love, neutral, realization",3
siegessicher,"approval, neutral",2
benjamin,"admiration, fear, neutral",3
schlafend,"fear, neutral, sadness",3
raum,"admiration, neutral, surprise",3
soviel,"gratitude, neutral",2
schatzkammer,"gratitude, neutral",2
ella,"annoyance, desire, excitement, grief, joy, love, neutral, realization, sadness",9
wilde,"disgust, neutral",2
sobald,"admiration, neutral",2
krankheit,"anger, approval, caring, joy, neutral, sadness",6
köhlerhütte,"confusion, neutral",2
köhler,"love, neutral",2
schicksalsgöttin,"caring, neutral",2
düstere,"annoyance, disgust, neutral, realization",4
seele,"annoyance, disgust, neutral",3
ermorden,"annoyance, neutral",2
müllers,"neutral, pride",2
schwemmling,"annoyance, caring, disgust, neutral, realization",5
bekam,"admiration, amusement, neutral, realization, surprise",5
ahnend,"embarrassment, gratitude, neutral",3
wendling,"love, neutral",2
zauberer,"desire, love, neutral",3
recken,"love, neutral",2
befragen,"approval, neutral",2
landes,"admiration, amusement, annoyance, neutral",4
verdorrt,"annoyance, confusion, disappointment, neutral",4
dunkle,"admiration, anger, curiosity, disgust, excitement, joy, neutral, sadness",8
steppenbrand,"disgust, neutral",2
könige,"desire, neutral",2
leidet,"annoyance, caring, neutral",3
wirt,"admiration, curiosity, fear, neutral, sadness, surprise",6
krieger,"admiration, neutral",2
worauf,"caring, neutral, sadness",3
schwört,"annoyance, neutral",2
fleht,"neutral, sadness",2
grünen,"love, neutral",2
gefährte,"joy, neutral",2
bestellt,"annoyance, neutral",2
mahlzeit,"admiration, neutral",2
aufgehört,"joy, neutral",2
wunder,"admiration, gratitude, neutral, pride, surprise",5
quellen,"curiosity, disapproval, love, neutral, realization",5
leeren,"joy, neutral",2
rotes,"anger, neutral",2
vorliebe,"admiration, neutral",2
überall,"admiration, disgust, neutral, sadness, surprise",5
rotkäppchens,"annoyance, disgust, grief, neutral",4
enkelin,"joy, neutral",2
angeln,"admiration, neutral",2
teig,"love, neutral",2
flasche,"fear, neutral",2
vorschlag,"admiration, neutral",2
verschlingt,"disgust, neutral",2
hast,"admiration, amusement, anger, annoyance, approval, caring, curiosity, disgust, embarrassment, fear, gratitude, joy, love, neutral, optimism, realization, sadness",17
besser,"annoyance, approval, curiosity, disgust, fear, joy, love, neutral, optimism, sadness",10
kann.,"admiration, fear, neutral",3
wollten,"admiration, amusement, neutral",3
schwere,"admiration, anger, annoyance, fear, neutral",5
erlebt,"curiosity, neutral",2
sonntag,"annoyance, neutral",2
gesehen.,"neutral, realization, surprise",3
sophia,"admiration, approval, fear, neutral, sadness",5
ärztin,"admiration, neutral",2
malick,"fear, neutral, surprise",3
praktikum,"disapproval, neutral, surprise",3
medikamentenkammer,"joy, neutral",2
mercurius,"joy, neutral",2
ungläubig,"admiration, neutral",2
betrachtet,"gratitude, neutral, surprise",3
erwartet,"admiration, disappointment, neutral",3
kräuterfrau,"admiration, neutral",2
traurige,"admiration, neutral",2
lieder,"admiration, neutral",2
räte,"approval, neutral",2
trauern,"annoyance, neutral",2
reden,"admiration, disapproval, joy, neutral, sadness",5
verschiedene,"neutral, realization",2
beschenkt,"annoyance, neutral, realization",3
mitgenommen,"caring, curiosity, neutral",3
schneider,"annoyance, desire, neutral",3
alsbald,"admiration, fear, neutral, realization",4
fell,"admiration, fear, neutral",3
wagen,"anger, approval, fear, joy, neutral, sadness",6
blicken,"amusement, neutral",2
unbekannte,"admiration, neutral",2
cinderella,"admiration, caring, desire, grief, joy, neutral, sadness, surprise",8
'',"admiration, amusement, anger, annoyance, approval, confusion, curiosity, desire, disappointment, embarrassment, excitement, gratitude, joy, love, neutral, realization, sadness, surprise",18
vivian,"joy, neutral",2
wiedertrifft,"joy, neutral",2
könnten,"curiosity, neutral, realization",3
stattfindet,"excitement, neutral",2
ellas,"admiration, neutral",2
besuch,"neutral, surprise",2
begleiten,"annoyance, caring, neutral, sadness",4
schlag,"annoyance, disappointment, neutral",3
saal,"admiration, embarrassment, fear, love, neutral, surprise",6
fab,"admiration, neutral, sadness",3
g.,"admiration, neutral",2
gestehen,"embarrassment, neutral",2
häschen,"love, neutral",2
aussieht,"disapproval, neutral",2
mund,"admiration, disapproval, love, neutral, sadness",5
gesperrt,"embarrassment, neutral",2
ernst,"admiration, annoyance, joy, neutral",4
einander,"amusement, annoyance, joy, love, neutral, realization",6
kindes,"annoyance, curiosity, fear, neutral, optimism",5
schwäne,"admiration, neutral",2
gealtert,"joy, neutral",2
davonläuft,"admiration, neutral",2
verzweiflung,"disappointment, neutral, realization, sadness",4
versöhnt,"joy, neutral",2
endgültig,"neutral, realization",2
flammen,"curiosity, fear, joy, neutral, sadness",5
unversehrten,"neutral, realization",2
bewiesen,"admiration, neutral",2
lüge,"fear, love, neutral",3
generationen,"fear, neutral",2
kräftige,"admiration, neutral",2
mut,"admiration, approval, disappointment, disgust, gratitude, joy, love, neutral, optimism, realization, sadness, surprise",12
dankbarkeit,"admiration, gratitude, love, neutral",4
pfeifen,"gratitude, neutral",2
schwach,"joy, love, neutral",3
kreis,"curiosity, neutral",2
schaukel,"nervousness, neutral",2
umarmt,"love, neutral",2
waldhexe,"caring, neutral",2
erlösung,"gratitude, joy, neutral",3
fertigen,"desire, neutral",2
zusätzlich,"admiration, neutral",2
waldlichtung,"admiration, neutral",2
grüne,"approval, curiosity, neutral, remorse",4
norbert,"curiosity, neutral",2
bartolomäus,"excitement, neutral",2
frohe,"grief, neutral",2
stunden,"disappointment, joy, neutral, realization",4
decke,"fear, neutral",2
birgt,"curiosity, neutral",2
kranke,"disappointment, neutral",2
stottern,"fear, neutral",2
alexandra,"anger, fear, nervousness, neutral",4
bewahren,"desire, neutral, sadness",3
vergnügt,"admiration, caring, joy, love, neutral",5
nachbarland,"disgust, neutral",2
minerva,"admiration, disapproval, excitement, neutral",4
calliope,"admiration, disapproval, excitement, neutral",4
jawort,"joy, neutral",2
anprobieren,"desire, neutral",2
stiefschwestern,"admiration, disapproval, neutral",3
wunderschönen,"admiration, neutral, sadness",3
verriet,"annoyance, neutral",2
verträumt,"admiration, approval, neutral",3
sang,"admiration, amusement, curiosity, joy, nervousness, neutral, sadness",7
bein,"disgust, neutral",2
tasche,"annoyance, caring, neutral, sadness",4
maleficent,"admiration, anger, annoyance, desire, disapproval, gratitude, neutral, realization, surprise",9
finsternis,"love, neutral",2
regierte,"admiration, gratitude, neutral",3
aurora,"admiration, anger, annoyance, desire, disappointment, disapproval, embarrassment, excitement, love, neutral, realization, surprise",12
moore,"admiration, amusement, neutral",3
wächterin,"neutral, pride",2
heimat,"neutral, sadness",2
phillip,"joy, neutral, optimism",3
bösewicht,"joy, love, neutral, sadness",4
john,"annoyance, neutral",2
frieden,"anger, joy, love, neutral, realization",5
ingrith,"anger, joy, neutral, optimism",4
feen,"caring, excitement, neutral",3
vertrauter,"anger, neutral",2
jemals,"admiration, neutral",2
stefans,"neutral, realization",2
zuletzt,"disappointment, neutral, sadness",3
schreit,"disgust, neutral",2
verwundet,"neutral, sadness",2
anführer,"love, neutral",2
mächtig,"admiration, neutral",2
bitter,"neutral, remorse, sadness",3
auroras,"love, neutral",2
ziege,"neutral, optimism",2
taufe,"annoyance, gratitude, love, neutral",4
bajaja,"confusion, love, neutral, realization",4
verlassene,"curiosity, neutral",2
dreiköpfigen,"admiration, neutral",2
drachen,"admiration, desire, excitement, fear, neutral, realization",6
schwarzer,"desire, neutral",2
schimmel,"gratitude, neutral",2
tuch,"neutral, sadness",2
verkleiden,"annoyance, neutral",2
drache,"anger, curiosity, disapproval, neutral",4
slavěna,"admiration, confusion, neutral",3
köpfe,"anger, neutral",2
versteck,"neutral, realization",2
geschehen,"admiration, disappointment, neutral, sadness",4
rüstung,"annoyance, neutral",2
sieg,"joy, love, neutral",3
turnier,"neutral, realization",2
szenen,"neutral, realization",2
früh,"anger, curiosity, grief, joy, neutral",5
geranien,"neutral, surprise",2
kurzzeitig,"anger, neutral",2
schutz,"neutral, pride, sadness",3
fremde,"admiration, curiosity, love, neutral, realization, surprise",6
richard,"admiration, neutral, realization, surprise",4
gepflegt,"admiration, neutral",2
süße,"admiration, love, neutral",3
gesprochen,"annoyance, gratitude, neutral",3
bittere,"admiration, neutral",2
gedenkt,"approval, neutral",2
situation,"confusion, neutral",2
marktes,"curiosity, neutral",2
reiter,"admiration, anger, annoyance, caring, desire, neutral, realization",7
hochzeitsfest,"admiration, love, neutral",3
schlossgarten,"admiration, neutral",2
gemach,"admiration, love, neutral",3
zugleich,"joy, love, neutral, sadness",4
sonnenschein,"joy, neutral",2
aussprechen,"gratitude, neutral",2
schützen,"fear, neutral",2
glühende,"admiration, neutral",2
funken,"amusement, neutral",2
augenblick,"admiration, curiosity, love, neutral, optimism, realization",6
schlaf,"annoyance, caring, desire, love, neutral, realization",6
neugierig,"curiosity, neutral",2
leid,"anger, approval, fear, love, neutral, realization, remorse, sadness",8
dunkles,"neutral, sadness",2
roswitha,"embarrassment, neutral, sadness, surprise",4
erleidet,"neutral, sadness",2
fremder,"curiosity, neutral",2
hochmütigen,"admiration, neutral",2
dreizehnte,"annoyance, neutral",2
korbflechten,"approval, neutral, realization",3
beizubringen,"neutral, realization",2
spieglein,"admiration, curiosity, neutral",3
clementianna,"admiration, neutral",2
liebestrank,"anger, neutral",2
naheliegenden,"neutral, realization",2
ewiger,"gratitude, neutral",2
herrscht,"excitement, neutral, sadness",3
bevölkerung,"amusement, love, neutral, optimism",4
stehe,"admiration, neutral",2
alcott,"anger, joy, neutral, sadness",4
nahegelegenen,"disappointment, neutral",2
bestie,"disgust, neutral, realization",3
angebliche,"neutral, remorse",2
fraß,"fear, love, neutral, sadness",4
leibwächter,"admiration, neutral",2
fährt,"anger, curiosity, neutral",3
brighton,"admiration, anger, neutral",3
gerecht,"admiration, neutral, pride",3
lebend,"disappointment, love, neutral",3
liebte,"admiration, fear, love, neutral, optimism, sadness",6
aufgeregt,"excitement, neutral",2
widerfahren,"love, neutral, realization",3
aufruhr,"excitement, neutral",2
schabe,"anger, neutral",2
hunde,"anger, neutral",2
