Token,EmotionCount,Emotions
schneiderin,2,"neutral, realization"
gegend,4,"admiration, anger, caring, neutral"
kranken,3,"caring, grief, neutral"
kuchen,4,"joy, love, neutral, sadness"
geschickt,3,"anger, neutral, realization"
gewinnen,3,"desire, neutral, sadness"
setzt,5,"approval, curiosity, joy, neutral, optimism"
haube,2,"admiration, neutral"
füllt,2,"caring, neutral"
müllerbursch,4,"admiration, amusement, neutral, sadness"
kätzchen,5,"approval, joy, love, neutral, sadness"
hinaus,10,"admiration, approval, curiosity, excitement, fear, joy, neutral, realization, sadness, surprise"
schönes,7,"admiration, amusement, approval, disapproval, joy, neutral, realization"
schönste,4,"admiration, curiosity, grief, neutral"
glühwürmchen,2,"joy, neutral"
leuchtet,2,"annoyance, neutral"
ganzes,2,"admiration, neutral"
sense,2,"fear, neutral"
bauen,2,"neutral, surprise"
bursche,7,"admiration, desire, fear, love, neutral, pride, realization"
falk,4,"admiration, neutral, pride, surprise"
lennard,2,"neutral, pride"
respekt,3,"approval, desire, neutral"
behandelt,2,"annoyance, neutral"
erfolg,2,"disappointment, neutral"
düsterwald,3,"admiration, approval, neutral"
nebel,2,"curiosity, neutral"
liegen,7,"admiration, caring, disgust, fear, neutral, realization, surprise"
schlafende,2,"love, neutral"
erweckt,2,"love, neutral"
versteckte,3,"disgust, neutral, realization"
mitteilen,2,"fear, neutral"
bereits,6,"amusement, approval, love, neutral, optimism, sadness"
bestanden,2,"neutral, sadness"
gekrönt,2,"neutral, optimism"
stößt,4,"admiration, confusion, neutral, sadness"
geschöpfe,2,"fear, neutral"
wiederzukommen,2,"love, neutral"
aufgehoben,2,"annoyance, neutral"
erwachen,4,"admiration, love, neutral, realization"
wahre,4,"joy, love, neutral, realization"
betrug,4,"anger, annoyance, neutral, realization"
umbringen,2,"caring, neutral"
zuhörte,2,"neutral, sadness"
hofe,3,"admiration, neutral, pride"
königssohn,7,"admiration, annoyance, disappointment, joy, love, neutral, sadness"
held,2,"admiration, neutral"
hervor,4,"admiration, neutral, realization, sadness"
vergebung,2,"love, neutral"
ernennt,2,"gratitude, neutral"
weissagung,2,"joy, neutral"
ungeheuer,3,"disgust, gratitude, neutral"
steigen,6,"anger, disappointment, gratitude, love, neutral, sadness"
königstöchter,3,"amusement, desire, neutral"
reihenfolge,2,"gratitude, neutral"
abstand,2,"gratitude, neutral"
monden,2,"gratitude, neutral"
vermählung,4,"desire, neutral, optimism, sadness"
anlass,2,"excitement, neutral"
gäste,3,"excitement, love, neutral"
darunter,3,"love, neutral, sadness"
interessiert,2,"excitement, neutral"
wünschen,3,"admiration, annoyance, neutral"
königspaar,3,"admiration, neutral, realization"
nachsichtig,2,"caring, neutral"
zofe,2,"neutral, sadness"
spaß,2,"excitement, neutral"
hässliches,2,"disgust, neutral"
wuchs,4,"admiration, fear, neutral, pride"
laune,2,"neutral, surprise"
wasserfall,2,"anger, neutral"
empört,3,"anger, annoyance, neutral"
folge,2,"approval, neutral"
garten,7,"admiration, anger, desire, fear, neutral, realization, sadness"
tags,3,"admiration, neutral, sadness"
verfällt,2,"neutral, realization"
komtess,3,"disappointment, neutral, surprise"
trinkt,3,"annoyance, nervousness, neutral"
augenblicklich,3,"love, neutral, realization"
zurückkommen,2,"desire, neutral"
oft,11,"admiration, amusement, annoyance, approval, curiosity, desire, disapproval, love, neutral, realization, sadness"
weinen,3,"fear, neutral, sadness"
grund,2,"neutral, surprise"
vorüber,3,"joy, neutral, realization"
zwingen,2,"annoyance, neutral"
unheil,4,"annoyance, disappointment, neutral, realization"
taucht,2,"gratitude, neutral"
haaren,4,"admiration, approval, disgust, neutral"
gefolge,2,"amusement, neutral"
reiches,2,"approval, neutral"
abgelegenen,2,"love, neutral"
neugeborenen,2,"neutral, sadness"
heimweg,3,"neutral, sadness, surprise"
treibt,2,"neutral, realization"
körbchen,3,"admiration, neutral, optimism"
müllerin,3,"disgust, joy, neutral"
knaben,3,"love, neutral, realization"
knabe,2,"curiosity, neutral"
eins,4,"admiration, love, neutral, realization"
umgehend,2,"fear, neutral"
verlobung,2,"admiration, neutral"
hinrichten,3,"annoyance, fear, neutral"
kenne,2,"joy, neutral"
gasthaus,2,"desire, neutral"
trocken,2,"embarrassment, neutral"
aufhören,3,"admiration, amusement, neutral"
fangen,2,"excitement, neutral"
leuten,3,"joy, neutral, sadness"
wurzeln,3,"love, neutral, sadness"
mäuse,3,"caring, neutral, sadness"
isabella,4,"admiration, joy, neutral, surprise"
ausgetrocknet,2,"disapproval, neutral"
jagt,2,"admiration, neutral"
abschütteln,2,"caring, neutral"
edlen,2,"annoyance, neutral"
rand,4,"gratitude, neutral, realization, sadness"
böser,5,"admiration, curiosity, disapproval, fear, neutral"
matthias,2,"neutral, sadness"
geblieben,5,"annoyance, caring, joy, neutral, sadness"
wären,7,"curiosity, desire, excitement, love, neutral, realization, sadness"
andreas,2,"neutral, sadness"
verlieben,2,"love, neutral"
gesamte,5,"anger, curiosity, love, neutral, realization"
ware,3,"admiration, neutral, sadness"
vorhaben,2,"disappointment, neutral"
lichter,5,"admiration, grief, neutral, realization, surprise"
teile,2,"embarrassment, neutral"
erschöpft,4,"admiration, joy, neutral, sadness"
gestein,2,"neutral, realization"
jägern,4,"admiration, anger, joy, neutral"
menschengestalt,3,"love, neutral, sadness"
mensch,11,"admiration, caring, curiosity, disappointment, embarrassment, fear, gratitude, joy, love, neutral, realization"
lagen,6,"admiration, amusement, anger, caring, love, neutral"
gebüsch,2,"admiration, neutral"
lockt,3,"caring, disgust, neutral"
beschreibung,2,"curiosity, neutral"
unsichtbar,2,"caring, neutral"
zauberstab,2,"neutral, sadness"
felsbrocken,2,"neutral, sadness"
ehren,3,"admiration, joy, neutral"
jindrich,3,"grief, neutral, sadness"
prophezeiung,3,"fear, joy, neutral"
zwillingsbrüder,3,"joy, neutral, sadness"
jaromír,3,"admiration, joy, neutral"
jaroslav,3,"confusion, fear, neutral"
herrschen,3,"disappointment, neutral, realization"
bruders,2,"annoyance, neutral"
zigeunermädchen,3,"amusement, joy, neutral"
bild,5,"admiration, caring, curiosity, neutral, remorse"
tauschen,2,"joy, neutral"
ferne,4,"annoyance, desire, neutral, surprise"
milena,3,"confusion, fear, neutral"
abweist,2,"admiration, neutral"
billig,2,"love, neutral"
hüten,3,"caring, neutral, sadness"
aufs,5,"admiration, annoyance, fear, neutral, remorse"
haar,4,"admiration, disgust, neutral, realization"
schaf,2,"admiration, neutral"
erschrickt,2,"annoyance, neutral"
aufhalten,2,"fear, neutral"
erblickt,6,"caring, curiosity, desire, joy, neutral, realization"
unglück,6,"admiration, disappointment, fear, neutral, sadness, surprise"
braucht,3,"annoyance, approval, neutral"
schwarzgelockten,2,"admiration, neutral"
weckt,2,"annoyance, neutral"
týna,2,"confusion, neutral"
gefeiert,5,"admiration, annoyance, joy, love, neutral"
brautschau,2,"admiration, neutral"
nördlichen,2,"neutral, sadness"
wälder,4,"admiration, amusement, joy, neutral"
gemieden,2,"neutral, sadness"
geister,2,"annoyance, neutral"
hexen,2,"anger, neutral"
stefan,4,"anger, excitement, neutral, realization"
rande,2,"admiration, neutral"
dunklen,6,"admiration, anger, annoyance, love, neutral, sadness"
vereinbarten,2,"annoyance, neutral"
krug,2,"disgust, neutral"
korb,2,"joy, neutral"
guter,5,"admiration, disgust, embarrassment, joy, neutral"
eiern,2,"fear, neutral"
beeren,3,"love, neutral, sadness"
milchkrug,2,"neutral, sadness"
wütend,4,"anger, annoyance, disappointment, neutral"
pflücken,2,"gratitude, neutral"
streng,2,"neutral, surprise"
verärgert,4,"annoyance, disappointment, neutral, relief"
sonnenlicht,3,"admiration, neutral, realization"
gefressen,3,"joy, love, neutral"
hindurch,2,"admiration, neutral"
zucker,2,"admiration, neutral"
stimmen,2,"disgust, neutral"
griselda,2,"admiration, neutral"
bindet,2,"curiosity, neutral"
schieben,2,"annoyance, neutral"
zaubert,3,"admiration, neutral, sadness"
ausrede,2,"admiration, neutral"
befragt,4,"admiration, approval, grief, neutral"
erhoffte,2,"grief, neutral"
leber,2,"admiration, neutral"
grausamen,2,"caring, neutral"
gedeckten,2,"approval, neutral"
tellerchen,2,"curiosity, neutral"
bettchen,3,"admiration, curiosity, neutral"
stühlchen,3,"curiosity, disgust, neutral"
gesessen,2,"curiosity, neutral"
brötchen,2,"curiosity, neutral"
gemüschen,2,"curiosity, neutral"
gäbelchen,2,"curiosity, neutral"
gestochen,2,"curiosity, neutral"
messerchen,2,"curiosity, neutral"
geschnitten,2,"curiosity, neutral"
becherchen,2,"curiosity, neutral"
getrunken,5,"annoyance, curiosity, joy, nervousness, neutral"
tönt,2,"disgust, neutral"
niemandem,3,"caring, fear, neutral"
tausendmal,3,"admiration, neutral, sadness"
brauche,2,"annoyance, neutral"
atmen,2,"fear, neutral"
ohnmächtig,3,"admiration, joy, neutral"
kurzer,3,"amusement, neutral, sadness"
sterben.,2,"curiosity, neutral"
präpariert,2,"gratitude, neutral"
gift,3,"disgust, joy, neutral"
rote,5,"admiration, confusion, fear, love, neutral"
wache,2,"fear, neutral"
liest,2,"neutral, surprise"
male,2,"approval, neutral"
hausarbeit,2,"annoyance, neutral"
robert,6,"amusement, approval, joy, love, neutral, surprise"
heran,5,"admiration, caring, joy, love, neutral"
ehefrau,2,"annoyance, neutral"
küster,3,"approval, neutral, realization"
kirche,3,"neutral, realization, sadness"
list,6,"amusement, annoyance, fear, joy, neutral, realization"
soldat,12,"admiration, amusement, annoyance, approval, caring, confusion, disappointment, gratitude, neutral, realization, sadness, surprise"
sold,2,"annoyance, neutral"
wertlosen,2,"neutral, sadness"
orden,2,"neutral, sadness"
wunden,2,"admiration, neutral"
täuschen,2,"fear, neutral"
spüren,2,"joy, neutral"
weiterziehen,2,"annoyance, neutral"
beinen,2,"amusement, neutral"
frische,2,"joy, neutral"
lampe,2,"neutral, surprise"
womit,4,"admiration, confusion, neutral, realization"
spazieren,2,"curiosity, neutral"
augustine,4,"approval, curiosity, neutral, realization"
stecken,4,"caring, fear, neutral, sadness"
vermählt,6,"admiration, annoyance, joy, love, neutral, optimism"
gewähren,3,"desire, neutral, realization"
böses,6,"anger, caring, disgust, neutral, realization, surprise"
venedig,2,"approval, neutral"
henriette,4,"anger, disappointment, neutral, remorse"
verbannt,2,"anger, neutral"
erbsen,2,"caring, neutral"
schmerzen,3,"caring, neutral, sadness"
waffen,2,"neutral, optimism"
weise,5,"admiration, curiosity, neutral, realization, relief"
posten,2,"neutral, realization"
blaue,5,"admiration, approval, caring, neutral, sadness"
überfallen,2,"anger, neutral"
friedlicher,2,"admiration, neutral"
einsames,2,"fear, neutral"
zurecht,2,"admiration, neutral"
misstrauisch,2,"curiosity, neutral"
tabakspfeife,2,"neutral, sadness"
lichts,2,"admiration, neutral"
männchens,2,"joy, neutral"
mutig,3,"admiration, caring, neutral"
verlangen,3,"admiration, neutral, sadness"
genau,2,"curiosity, neutral"
leisten,3,"annoyance, neutral, sadness"
frühen,2,"love, neutral"
häscher,2,"annoyance, neutral"
wilden,4,"anger, annoyance, joy, neutral"
unerklärliche,2,"admiration, neutral"
rauchen,2,"annoyance, neutral"
versetzt,3,"desire, fear, neutral"
schwerem,2,"neutral, sadness"
anwesenden,2,"neutral, surprise"
versehen,2,"neutral, sadness"
vollständig,2,"love, neutral"
kalt,5,"admiration, disgust, joy, love, neutral"
begleitet,3,"admiration, love, neutral"
rapunzel,7,"admiration, desire, disappointment, disgust, neutral, realization, sadness"
verföhnt,2,"admiration, neutral"
gothel,5,"admiration, annoyance, disappointment, neutral, realization"
turm,5,"admiration, anger, excitement, neutral, sadness"
nutzen,2,"confusion, neutral"
dieb,6,"anger, annoyance, approval, caring, neutral, sadness"
eindringling,2,"disgust, neutral"
überwältigen,2,"annoyance, neutral"
verstecken,2,"annoyance, neutral"
eher,3,"amusement, disgust, neutral"
geburtstag,5,"admiration, excitement, neutral, realization, sadness"
rächen,3,"amusement, fear, neutral"
laternen,2,"admiration, neutral"
zurückgeben,2,"caring, neutral"
wartet,2,"admiration, neutral"
riders,2,"approval, neutral"
schließt,3,"amusement, neutral, sadness"
gesuchte,2,"neutral, realization"
prozession,2,"amusement, neutral"
träumt,2,"neutral, optimism"
truthahn,3,"desire, neutral, realization"
wahr,4,"admiration, caring, love, neutral"
besorgte,2,"caring, neutral"
macario,6,"admiration, amusement, disappointment, neutral, realization, sadness"
berge,2,"curiosity, neutral"
feinen,2,"disgust, neutral"
teilen,2,"joy, neutral"
``,18,"admiration, amusement, anger, annoyance, approval, caring, curiosity, desire, disappointment, disgust, embarrassment, excitement, gratitude, joy, love, neutral, sadness, surprise"
geheilt,3,"love, neutral, realization"
freundschaft,3,"gratitude, joy, neutral"
heilt,2,"amusement, neutral"
aufsehen,2,"admiration, neutral"
dienste,3,"neutral, sadness, surprise"
heilung,2,"desire, neutral"
verbrannt,2,"joy, neutral"
bestimmten,2,"excitement, neutral"
geteilt,2,"neutral, realization"
brüderchen,11,"admiration, anger, annoyance, desire, embarrassment, joy, love, nervousness, neutral, realization, sadness"
schwesterchen,10,"admiration, anger, annoyance, embarrassment, joy, love, nervousness, neutral, realization, sadness"
streiche,2,"disappointment, neutral"
usa,7,"approval, desire, disappointment, gratitude, neutral, realization, sadness"
sule,2,"neutral, sadness"
springen,2,"neutral, sadness"
schleicht,2,"fear, neutral"
gekostet,2,"neutral, surprise"
schaut,3,"admiration, disappointment, neutral"
gesagt,4,"admiration, caring, love, neutral"
schlafe,2,"disapproval, neutral"
verbracht,2,"anger, neutral"
durst,3,"fear, nervousness, neutral"
wolf.,3,"love, nervousness, neutral"
brünnlein,4,"annoyance, disapproval, nervousness, neutral"
reh,7,"admiration, curiosity, joy, love, nervousness, neutral, realization"
versichert,2,"desire, neutral"
strumpfband,2,"anger, neutral"
bleibe,2,"curiosity, neutral"
rosenstrauch,2,"admiration, neutral"
rehlein,4,"admiration, love, neutral, sadness"
schwesterlein,5,"admiration, joy, nervousness, neutral, realization"
herein.,2,"admiration, neutral"
halsband,2,"admiration, neutral"
hereingebeten,2,"neutral, sadness"
spürt,2,"disappointment, neutral"
geist,6,"admiration, anger, fear, gratitude, neutral, relief"
sorge,6,"admiration, caring, fear, neutral, realization, sadness"
stärker,7,"admiration, approval, caring, fear, gratitude, love, neutral"
händen,8,"admiration, amusement, disgust, fear, joy, love, neutral, sadness"
nimmermehr.,2,"love, neutral"
leibarztes,2,"nervousness, neutral"
ferkel,2,"fear, neutral"
allerleirauh,5,"admiration, joy, neutral, sadness, surprise"
gleiche,4,"caring, curiosity, neutral, realization"
hofstaat,3,"anger, disappointment, neutral"
anmut,3,"admiration, neutral, surprise"
gottes,3,"annoyance, love, neutral"
gesetz,3,"annoyance, joy, neutral"
kleider,8,"admiration, annoyance, desire, embarrassment, love, neutral, optimism, sadness"
mond,3,"disappointment, disgust, neutral"
sterne,2,"neutral, realization"
ruß,2,"admiration, neutral"
lebendig,4,"admiration, fear, neutral, sadness"
erwidert,4,"admiration, annoyance, confusion, neutral"
angesehen,2,"disappointment, neutral"
versteht,2,"desire, neutral"
verzeihung,2,"neutral, sadness"
silberne,2,"admiration, neutral"
lotte,3,"curiosity, disapproval, neutral"
spinnrädchen,2,"admiration, neutral"
mathis,2,"admiration, neutral"
redet,2,"disgust, neutral"
lieb,4,"admiration, caring, love, neutral"
fäden,2,"admiration, neutral"
verbietet,2,"annoyance, neutral"
pelz,2,"disappointment, neutral"
tanz,5,"admiration, disappointment, joy, neutral, realization"
kleiner,5,"amusement, disapproval, disgust, neutral, realization"
vereint,3,"joy, love, neutral"
waschen,3,"anger, disgust, neutral"
christoffel,5,"admiration, disappointment, gratitude, love, neutral"
entledigt,2,"fear, neutral"
leere,2,"disapproval, neutral"
goldschmieds,2,"love, neutral"
erscheinung,2,"neutral, surprise"
feld,4,"admiration, embarrassment, neutral, pride"
frisieren,2,"anger, neutral"
lady,2,"neutral, sadness"
lilliana,5,"admiration, anger, disappointment, neutral, realization"
hoffman,2,"neutral, sadness"
frederick,3,"admiration, disgust, neutral"
claudia,8,"admiration, annoyance, disappointment, joy, neutral, optimism, realization, sadness"
schrank,7,"admiration, caring, disappointment, love, neutral, realization, sadness"
form,2,"neutral, remorse"
stummen,2,"confusion, neutral"
lilly,2,"joy, neutral"
schwanger,2,"neutral, optimism"
erinnerung,3,"excitement, neutral, optimism"
wunderbares,2,"admiration, neutral"
gebannt,3,"admiration, neutral, relief"
betritt,2,"neutral, sadness"
zurückkehrte,2,"neutral, realization"
zofen,2,"love, neutral"
fehlgeburt,2,"neutral, sadness"
nennt,4,"admiration, amusement, neutral, realization"
spiegelbild,3,"admiration, love, neutral"
claudias,3,"admiration, disappointment, neutral"
hass,5,"anger, annoyance, neutral, optimism, realization"
gemüt,2,"admiration, neutral"
gerufen,2,"joy, neutral"
vorzubereiten,3,"excitement, fear, neutral"
sturm,2,"neutral, realization"
aufgetragen,2,"admiration, neutral"
lillianas,2,"joy, neutral"
nächtlichen,2,"anger, neutral"
zuflucht,2,"fear, neutral"
verlassenen,2,"neutral, pride"
bande,2,"neutral, sadness"
angesicht,2,"admiration, neutral"
gekleidete,2,"excitement, neutral"
obst,2,"love, neutral"
gläsernen,3,"neutral, optimism, sadness"
herum,11,"admiration, anger, curiosity, desire, disgust, excitement, fear, love, neutral, realization, sadness"
planen,2,"amusement, neutral"
samen,2,"gratitude, neutral"
stürzte,4,"amusement, anger, disgust, neutral"
engelbert,3,"admiration, neutral, pride"
aufgeben,2,"confusion, neutral"
hingegen,6,"admiration, annoyance, disappointment, excitement, neutral, relief"
gutes,5,"admiration, annoyance, approval, neutral, realization"
rosenbäumchen,2,"admiration, neutral"
wilbur,3,"approval, neutral, sadness"
jasper,5,"annoyance, love, neutral, realization, surprise"
spielt,3,"anger, caring, neutral"
flora,2,"caring, neutral"
schnellen,3,"neutral, sadness, surprise"
läufer,3,"annoyance, caring, neutral"
markus,3,"confusion, disappointment, neutral"
wettlauf,2,"annoyance, neutral"
erkannt,3,"love, neutral, realization"
siegessicher,2,"approval, neutral"
benjamin,3,"admiration, fear, neutral"
schlafend,3,"fear, neutral, sadness"
raum,3,"admiration, neutral, surprise"
soviel,2,"gratitude, neutral"
schatzkammer,2,"gratitude, neutral"
ella,9,"annoyance, desire, excitement, grief, joy, love, neutral, realization, sadness"
wilde,2,"disgust, neutral"
sobald,2,"admiration, neutral"
krankheit,6,"anger, approval, caring, joy, neutral, sadness"
köhlerhütte,2,"confusion, neutral"
köhler,2,"love, neutral"
schicksalsgöttin,2,"caring, neutral"
düstere,4,"annoyance, disgust, neutral, realization"
seele,3,"annoyance, disgust, neutral"
ermorden,2,"annoyance, neutral"
müllers,2,"neutral, pride"
schwemmling,5,"annoyance, caring, disgust, neutral, realization"
bekam,5,"admiration, amusement, neutral, realization, surprise"
ahnend,3,"embarrassment, gratitude, neutral"
wendling,2,"love, neutral"
zauberer,3,"desire, love, neutral"
recken,2,"love, neutral"
befragen,2,"approval, neutral"
landes,4,"admiration, amusement, annoyance, neutral"
verdorrt,4,"annoyance, confusion, disappointment, neutral"
dunkle,8,"admiration, anger, curiosity, disgust, excitement, joy, neutral, sadness"
steppenbrand,2,"disgust, neutral"
könige,2,"desire, neutral"
leidet,3,"annoyance, caring, neutral"
wirt,6,"admiration, curiosity, fear, neutral, sadness, surprise"
krieger,2,"admiration, neutral"
worauf,3,"caring, neutral, sadness"
schwört,2,"annoyance, neutral"
fleht,2,"neutral, sadness"
grünen,2,"love, neutral"
gefährte,2,"joy, neutral"
bestellt,2,"annoyance, neutral"
mahlzeit,2,"admiration, neutral"
aufgehört,2,"joy, neutral"
wunder,5,"admiration, gratitude, neutral, pride, surprise"
quellen,5,"curiosity, disapproval, love, neutral, realization"
leeren,2,"joy, neutral"
rotes,2,"anger, neutral"
vorliebe,2,"admiration, neutral"
überall,5,"admiration, disgust, neutral, sadness, surprise"
rotkäppchens,4,"annoyance, disgust, grief, neutral"
enkelin,2,"joy, neutral"
angeln,2,"admiration, neutral"
teig,2,"love, neutral"
flasche,2,"fear, neutral"
vorschlag,2,"admiration, neutral"
verschlingt,2,"disgust, neutral"
hast,17,"admiration, amusement, anger, annoyance, approval, caring, curiosity, disgust, embarrassment, fear, gratitude, joy, love, neutral, optimism, realization, sadness"
besser,10,"annoyance, approval, curiosity, disgust, fear, joy, love, neutral, optimism, sadness"
kann.,3,"admiration, fear, neutral"
wollten,3,"admiration, amusement, neutral"
schwere,5,"admiration, anger, annoyance, fear, neutral"
erlebt,2,"curiosity, neutral"
sonntag,2,"annoyance, neutral"
gesehen.,3,"neutral, realization, surprise"
sophia,5,"admiration, approval, fear, neutral, sadness"
ärztin,2,"admiration, neutral"
malick,3,"fear, neutral, surprise"
praktikum,3,"disapproval, neutral, surprise"
medikamentenkammer,2,"joy, neutral"
mercurius,2,"joy, neutral"
ungläubig,2,"admiration, neutral"
betrachtet,3,"gratitude, neutral, surprise"
erwartet,3,"admiration, disappointment, neutral"
kräuterfrau,2,"admiration, neutral"
traurige,2,"admiration, neutral"
lieder,2,"admiration, neutral"
räte,2,"approval, neutral"
trauern,2,"annoyance, neutral"
reden,5,"admiration, disapproval, joy, neutral, sadness"
verschiedene,2,"neutral, realization"
beschenkt,3,"annoyance, neutral, realization"
mitgenommen,3,"caring, curiosity, neutral"
schneider,3,"annoyance, desire, neutral"
alsbald,4,"admiration, fear, neutral, realization"
fell,3,"admiration, fear, neutral"
wagen,6,"anger, approval, fear, joy, neutral, sadness"
blicken,2,"amusement, neutral"
unbekannte,2,"admiration, neutral"
cinderella,8,"admiration, caring, desire, grief, joy, neutral, sadness, surprise"
'',18,"admiration, amusement, anger, annoyance, approval, confusion, curiosity, desire, disappointment, embarrassment, excitement, gratitude, joy, love, neutral, realization, sadness, surprise"
vivian,2,"joy, neutral"
wiedertrifft,2,"joy, neutral"
könnten,3,"curiosity, neutral, realization"
stattfindet,2,"excitement, neutral"
ellas,2,"admiration, neutral"
besuch,2,"neutral, surprise"
begleiten,4,"annoyance, caring, neutral, sadness"
schlag,3,"annoyance, disappointment, neutral"
saal,6,"admiration, embarrassment, fear, love, neutral, surprise"
fab,3,"admiration, neutral, sadness"
g.,2,"admiration, neutral"
gestehen,2,"embarrassment, neutral"
häschen,2,"love, neutral"
aussieht,2,"disapproval, neutral"
mund,5,"admiration, disapproval, love, neutral, sadness"
gesperrt,2,"embarrassment, neutral"
ernst,4,"admiration, annoyance, joy, neutral"
einander,6,"amusement, annoyance, joy, love, neutral, realization"
kindes,5,"annoyance, curiosity, fear, neutral, optimism"
schwäne,2,"admiration, neutral"
gealtert,2,"joy, neutral"
davonläuft,2,"admiration, neutral"
verzweiflung,4,"disappointment, neutral, realization, sadness"
versöhnt,2,"joy, neutral"
endgültig,2,"neutral, realization"
flammen,5,"curiosity, fear, joy, neutral, sadness"
unversehrten,2,"neutral, realization"
bewiesen,2,"admiration, neutral"
lüge,3,"fear, love, neutral"
generationen,2,"fear, neutral"
kräftige,2,"admiration, neutral"
mut,12,"admiration, approval, disappointment, disgust, gratitude, joy, love, neutral, optimism, realization, sadness, surprise"
dankbarkeit,4,"admiration, gratitude, love, neutral"
pfeifen,2,"gratitude, neutral"
schwach,3,"joy, love, neutral"
kreis,2,"curiosity, neutral"
schaukel,2,"nervousness, neutral"
umarmt,2,"love, neutral"
waldhexe,2,"caring, neutral"
erlösung,3,"gratitude, joy, neutral"
fertigen,2,"desire, neutral"
zusätzlich,2,"admiration, neutral"
waldlichtung,2,"admiration, neutral"
grüne,4,"approval, curiosity, neutral, remorse"
norbert,2,"curiosity, neutral"
bartolomäus,2,"excitement, neutral"
frohe,2,"grief, neutral"
stunden,4,"disappointment, joy, neutral, realization"
decke,2,"fear, neutral"
birgt,2,"curiosity, neutral"
kranke,2,"disappointment, neutral"
stottern,2,"fear, neutral"
alexandra,4,"anger, fear, nervousness, neutral"
bewahren,3,"desire, neutral, sadness"
vergnügt,5,"admiration, caring, joy, love, neutral"
nachbarland,2,"disgust, neutral"
minerva,4,"admiration, disapproval, excitement, neutral"
calliope,4,"admiration, disapproval, excitement, neutral"
jawort,2,"joy, neutral"
anprobieren,2,"desire, neutral"
stiefschwestern,3,"admiration, disapproval, neutral"
wunderschönen,3,"admiration, neutral, sadness"
verriet,2,"annoyance, neutral"
verträumt,3,"admiration, approval, neutral"
sang,7,"admiration, amusement, curiosity, joy, nervousness, neutral, sadness"
bein,2,"disgust, neutral"
tasche,4,"annoyance, caring, neutral, sadness"
maleficent,9,"admiration, anger, annoyance, desire, disapproval, gratitude, neutral, realization, surprise"
finsternis,2,"love, neutral"
regierte,3,"admiration, gratitude, neutral"
aurora,12,"admiration, anger, annoyance, desire, disappointment, disapproval, embarrassment, excitement, love, neutral, realization, surprise"
moore,3,"admiration, amusement, neutral"
wächterin,2,"neutral, pride"
heimat,2,"neutral, sadness"
phillip,3,"joy, neutral, optimism"
bösewicht,4,"joy, love, neutral, sadness"
john,2,"annoyance, neutral"
frieden,5,"anger, joy, love, neutral, realization"
ingrith,4,"anger, joy, neutral, optimism"
feen,3,"caring, excitement, neutral"
vertrauter,2,"anger, neutral"
jemals,2,"admiration, neutral"
stefans,2,"neutral, realization"
zuletzt,3,"disappointment, neutral, sadness"
schreit,2,"disgust, neutral"
verwundet,2,"neutral, sadness"
anführer,2,"love, neutral"
mächtig,2,"admiration, neutral"
bitter,3,"neutral, remorse, sadness"
auroras,2,"love, neutral"
ziege,2,"neutral, optimism"
taufe,4,"annoyance, gratitude, love, neutral"
bajaja,4,"confusion, love, neutral, realization"
verlassene,2,"curiosity, neutral"
dreiköpfigen,2,"admiration, neutral"
drachen,6,"admiration, desire, excitement, fear, neutral, realization"
schwarzer,2,"desire, neutral"
schimmel,2,"gratitude, neutral"
tuch,2,"neutral, sadness"
verkleiden,2,"annoyance, neutral"
drache,4,"anger, curiosity, disapproval, neutral"
slavěna,3,"admiration, confusion, neutral"
köpfe,2,"anger, neutral"
versteck,2,"neutral, realization"
geschehen,4,"admiration, disappointment, neutral, sadness"
rüstung,2,"annoyance, neutral"
sieg,3,"joy, love, neutral"
turnier,2,"neutral, realization"
szenen,2,"neutral, realization"
früh,5,"anger, curiosity, grief, joy, neutral"
geranien,2,"neutral, surprise"
kurzzeitig,2,"anger, neutral"
schutz,3,"neutral, pride, sadness"
fremde,6,"admiration, curiosity, love, neutral, realization, surprise"
richard,4,"admiration, neutral, realization, surprise"
gepflegt,2,"admiration, neutral"
süße,3,"admiration, love, neutral"
gesprochen,3,"annoyance, gratitude, neutral"
bittere,2,"admiration, neutral"
gedenkt,2,"approval, neutral"
situation,2,"confusion, neutral"
marktes,2,"curiosity, neutral"
reiter,7,"admiration, anger, annoyance, caring, desire, neutral, realization"
hochzeitsfest,3,"admiration, love, neutral"
schlossgarten,2,"admiration, neutral"
gemach,3,"admiration, love, neutral"
zugleich,4,"joy, love, neutral, sadness"
sonnenschein,2,"joy, neutral"
aussprechen,2,"gratitude, neutral"
schützen,2,"fear, neutral"
glühende,2,"admiration, neutral"
funken,2,"amusement, neutral"
augenblick,6,"admiration, curiosity, love, neutral, optimism, realization"
schlaf,6,"annoyance, caring, desire, love, neutral, realization"
neugierig,2,"curiosity, neutral"
leid,8,"anger, approval, fear, love, neutral, realization, remorse, sadness"
dunkles,2,"neutral, sadness"
roswitha,4,"embarrassment, neutral, sadness, surprise"
erleidet,2,"neutral, sadness"
fremder,2,"curiosity, neutral"
hochmütigen,2,"admiration, neutral"
dreizehnte,2,"annoyance, neutral"
korbflechten,3,"approval, neutral, realization"
beizubringen,2,"neutral, realization"
spieglein,3,"admiration, curiosity, neutral"
clementianna,2,"admiration, neutral"
liebestrank,2,"anger, neutral"
naheliegenden,2,"neutral, realization"
ewiger,2,"gratitude, neutral"
