Token,Emotions,EmotionCount
krähe,"approval, curiosity, love, nervousness, neutral",5
klara,"joy, neutral",2
bräutigam,"fear, neutral",2
elsa,"annoyance, disappointment, fear, grief, love, neutral, realization, sadness",8
namens,"admiration, love, neutral, sadness",4
goldene,"admiration, neutral",2
kutsche,"admiration, annoyance, confusion, curiosity, disappointment, neutral",6
sicher,"admiration, approval, caring, curiosity, disapproval, excitement, gratitude, joy, love, neutral, realization, sadness, surprise",13
elsas,"annoyance, fear, neutral",3
märchenerzähler,"joy, neutral",2
freuen,"gratitude, joy, neutral",3
räubertochter,"admiration, joy, neutral",3
ertappt,"disapproval, neutral",2
rentier,"admiration, joy, neutral",3
frühling,"admiration, joy, neutral",3
innerlich,"admiration, amusement, neutral",3
umarmt,"love, neutral",2
angst,"admiration, caring, disappointment, fear, neutral, realization, relief",7
getroffen,"neutral, realization",2
glücklich,"embarrassment, joy, neutral",3
letzte,"annoyance, neutral, optimism",3
unten,"admiration, annoyance, approval, curiosity, neutral, realization",6
lächelnd,"joy, neutral",2
hoch,"admiration, fear, gratitude, joy, neutral",5
befindet,"disappointment, neutral",2
tore,"joy, neutral",2
hund,"anger, disapproval, disgust, excitement, fear, love, neutral, realization, sadness",9
hunde,"anger, excitement, joy, neutral",4
münzen,"amusement, neutral",2
ankommt,"neutral, realization",2
los,"amusement, caring, confusion, neutral",4
säbel,"admiration, curiosity, desire, neutral, optimism",5
reichtum,"admiration, joy, love, neutral, realization",5
schuster,"love, neutral, realization",3
somit,"amusement, neutral",2
falschen,"disappointment, neutral, realization",3
kosten,"admiration, love, neutral",3
stiefel,"fear, neutral",2
kerze,"admiration, fear, neutral",3
ohren,"annoyance, fear, neutral",3
verlieren,"admiration, caring, fear, neutral, realization",5
folgenden,"annoyance, neutral",2
kammerfrau,"embarrassment, fear, neutral",3
zimmer,"admiration, neutral, optimism, realization",4
gehängt,"annoyance, neutral",2
pfeife,"admiration, neutral",2
rauchen,"admiration, neutral",2
schlägt,"disgust, neutral, optimism, realization",4
bergen,"admiration, fear, neutral",3
rolle,"neutral, surprise",2
wiederzuerkennen,"admiration, neutral",2
spiegel,"admiration, fear, neutral",3
zusammensetzen,"neutral, optimism",2
fröhlichen,"admiration, joy, neutral",3
kümmert,"caring, neutral",2
lebens,"desire, joy, neutral, realization",4
einziger,"approval, neutral",2
angeführt,"fear, neutral",2
behalten,"curiosity, joy, neutral, realization",4
sprechenden,"admiration, neutral",2
wand,"neutral, realization",2
räubermädchen,"admiration, amusement, joy, neutral, sadness",5
teilchen,"disappointment, neutral",2
eisbär,"neutral, realization",2
spiegels,"neutral, realization",2
wind,"admiration, anger, desire, fear, neutral, realization, sadness",7
getragen,"joy, neutral, realization",3
zeigte,"admiration, fear, neutral",3
sahen,"amusement, desire, disgust, excitement, fear, joy, love, neutral, optimism, realization, sadness",11
strahlte,"joy, neutral",2
strahlende,"neutral, pride",2
hineinsah,"neutral, realization",2
kälte,"neutral, realization, sadness",3
jahreszeit,"admiration, neutral",2
erden,"admiration, neutral",2
nahm,"admiration, anger, fear, grief, love, neutral, optimism, realization, sadness",9
himmel,"admiration, anger, confusion, desire, joy, love, neutral",7
zerbrach,"fear, neutral, sadness",3
teile,"love, neutral",2
erreichen,"admiration, approval, neutral, sadness",4
empfangen,"love, neutral",2
gleichzeitig,"amusement, neutral",2
bann,"love, neutral",2
splitter,"love, neutral",2
berührt,"approval, neutral",2
entgegnet,"love, neutral",2
dadurch,"neutral, realization",2
lichterwald,"admiration, neutral, realization",3
genießen,"joy, neutral",2
kaisertochter,"admiration, excitement, neutral",3
victoria,"admiration, approval, desire, love, neutral, surprise",6
gewinnen,"confusion, desire, disappointment, joy, neutral, optimism",6
tand,"love, neutral, realization",3
schief,"disappointment, neutral",2
lieder,"admiration, love, neutral",3
wundersame,"neutral, realization",2
näher,"admiration, desire, disappointment, fear, love, neutral",6
100,"excitement, neutral",2
park,"admiration, neutral",2
hofball,"excitement, neutral",2
kaum,"admiration, amusement, desire, disappointment, fear, neutral, pride, surprise",8
moment,"anger, embarrassment, joy, love, neutral, pride, realization",7
größten,"anger, neutral",2
unglück,"amusement, disappointment, neutral, realization, sadness",5
zurückzubringen,"love, neutral",2
hochzeitstag,"admiration, neutral",2
segen,"joy, neutral, realization",3
hella,"admiration, caring, curiosity, desire, disappointment, embarrassment, joy, neutral, realization, sadness",10
achtlos,"annoyance, neutral",2
passanten,"embarrassment, neutral",2
wenigstens,"admiration, neutral, optimism",3
einzig,"desire, neutral",2
schwer,"admiration, amusement, annoyance, disappointment, neutral, sadness, surprise",7
weges,"amusement, neutral",2
hellas,"desire, neutral",2
obdach,"approval, neutral",2
zustand,"love, neutral",2
irrt,"fear, neutral",2
straßen,"admiration, annoyance, fear, joy, neutral",5
umher,"admiration, amusement, excitement, fear, neutral",5
gesicht,"admiration, amusement, annoyance, disgust, joy, neutral",6
knaben,"admiration, approval, disgust, neutral",4
graf,"disappointment, neutral",2
tannen,"disappointment, neutral",2
streichholzmädchen,"neutral, sadness",2
gelitten,"neutral, optimism, realization",3
aufrichtig,"love, neutral",2
bitter,"disappointment, neutral, realization",3
wendet,"neutral, sadness",2
holting,"disappointment, love, neutral",3
leide,"admiration, neutral",2
nächste,"joy, neutral",2
lohmann,"approval, neutral",2
wohnung,"admiration, neutral",2
richard,"neutral, realization",2
porträt,"neutral, realization",2
gesellschaftliche,"embarrassment, neutral",2
anerkennung,"neutral, realization",2
kräften,"neutral, realization",2
ponyo,"admiration, curiosity, neutral",3
fujimoto,"neutral, realization",2
gefangen,"fear, neutral",2
küste,"admiration, neutral",2
sōsuke,"disappointment, neutral",2
lisa,"disappointment, neutral",2
verlust,"neutral, sadness",2
trösten,"approval, disappointment, neutral, sadness",4
magie,"admiration, confusion, disappointment, neutral",4
sturm,"admiration, anger, caring, disappointment, disgust, neutral, sadness",7
stürzen,"anger, neutral",2
lieben,"gratitude, joy, love, neutral",4
fisch,"neutral, optimism, realization",3
annehmen,"admiration, neutral, sadness",3
gleichgewicht,"neutral, realization",2
art,"admiration, approval, confusion, neutral",4
johann,"admiration, approval, neutral, realization, remorse, surprise",6
einfacher,"annoyance, neutral",2
träumt,"joy, love, neutral",3
feinen,"caring, neutral, realization",3
gesellschaft,"amusement, curiosity, disappointment, gratitude, neutral, realization",6
küche,"admiration, curiosity, neutral",3
schwingen,"admiration, neutral",2
großnichte,"joy, neutral",2
großherzogin,"joy, neutral",2
stattfinden,"neutral, realization",2
lisbeth,"amusement, neutral",2
seit,"joy, love, neutral, sadness, surprise",5
herzenswünsche,"disappointment, neutral",2
geschieht,"annoyance, neutral",2
gekleidet,"admiration, curiosity, neutral",3
ludwig,"neutral, realization, surprise",3
bekannt,"admiration, love, neutral",3
stimmt,"approval, neutral",2
insgeheim,"disappointment, neutral",2
verborgen,"joy, neutral",2
geblieben,"admiration, approval, joy, neutral",4
picknick,"admiration, neutral",2
aurora,"admiration, joy, neutral, realization",4
vorbereitet,"admiration, neutral",2
wahres,"admiration, amusement, approval, neutral",4
offenbart,"neutral, realization",2
launisch,"annoyance, neutral",2
öfter,"amusement, neutral",2
sinn,"admiration, love, neutral",3
person,"admiration, fear, neutral, sadness, surprise",5
ergeben,"admiration, neutral",2
blind,"disappointment, neutral, remorse",3
vergangenheit,"neutral, realization",2
wollten,"admiration, anger, disappointment, love, neutral",5
weder,"admiration, approval, curiosity, disappointment, neutral, realization, sadness",7
dingen,"admiration, neutral, realization",3
fühlt,"caring, gratitude, love, neutral",4
angezogen,"admiration, neutral",2
schweinestall,"curiosity, neutral",2
o,"admiration, excitement, gratitude, joy, neutral, realization",6
…,"disappointment, neutral",2
ehrlichherz,"admiration, disappointment, joy, neutral, surprise",5
rosenmund,"admiration, approval, curiosity, neutral",4
gewährt,"desire, neutral",2
hofdamen,"admiration, amusement, annoyance, disappointment, neutral",5
nächstes,"confusion, neutral",2
knarre,"admiration, neutral",2
schönsten,"admiration, annoyance, neutral",3
strafe,"fear, neutral",2
hübsche,"admiration, confusion, disappointment, love, neutral",5
durchnässt,"curiosity, love, neutral",3
kissen,"admiration, neutral",2
hartem,"nervousness, neutral",2
gelegen,"admiration, annoyance, disapproval, nervousness, neutral",5
empfindlich,"admiration, neutral",2
wirkliche,"admiration, neutral, sadness",3
fridolin,"love, neutral",2
völlig,"amusement, annoyance, neutral",3
arendelle,"amusement, fear, love, neutral, realization",5
besitzt,"desire, neutral",2
lage,"disappointment, neutral",2
unabsichtlich,"fear, neutral",2
anna,"disappointment, fear, joy, love, neutral, realization, sadness",7
königspaar,"admiration, embarrassment, neutral",3
felsbrocken,"disappointment, neutral",2
häuptling,"fear, neutral",2
grand,"annoyance, neutral",2
pabbie,"annoyance, neutral",2
erinnerung,"admiration, fear, neutral, sadness",4
kräfte,"amusement, annoyance, approval, disappointment, fear, neutral, optimism, realization",8
lernen,"admiration, neutral",2
kontrollieren,"disappointment, neutral",2
ausgeht,"admiration, neutral",2
fähigkeiten,"annoyance, neutral",2
halten,"desire, joy, love, neutral, surprise",5
standen,"admiration, disgust, joy, neutral, sadness",5
herzog,"annoyance, neutral",2
pitzbühl,"annoyance, neutral",2
öffnen,"neutral, pride",2
anfangs,"admiration, neutral",2
einander,"approval, caring, curiosity, excitement, joy, love, neutral, optimism",8
nähern,"annoyance, neutral",2
kenne,"curiosity, neutral",2
riesigen,"anger, neutral",2
eispalast,"neutral, realization",2
warme,"admiration, curiosity, joy, neutral",4
nordberg,"fear, neutral",2
verletzen,"disappointment, neutral",2
annas,"approval, caring, neutral",3
haare,"admiration, neutral",2
trollen,"disappointment, neutral",2
akt,"approval, caring, neutral",3
gefrorenes,"approval, neutral",2
auftauen,"approval, neutral",2
erfrieren,"admiration, neutral",2
glauben,"admiration, anger, annoyance, approval, disapproval, neutral, optimism, realization, sadness",9
begraben,"embarrassment, neutral",2
zwölf,"admiration, neutral",2
thron,"excitement, neutral",2
überlässt,"admiration, neutral",2
anwesenden,"annoyance, neutral",2
starb,"admiration, grief, neutral, sadness",4
gegeben,"admiration, amusement, annoyance, neutral",4
schneesturm,"fear, neutral",2
auslöst,"neutral, surprise",2
schale,"neutral, surprise",2
schuld,"anger, neutral, remorse, sadness",4
letzter,"admiration, curiosity, neutral",3
schützend,"caring, neutral",2
schlüssel,"neutral, realization",2
kontrolle,"annoyance, fear, neutral, realization",4
warmen,"admiration, amusement, approval, caring, neutral",5
zeiten,"admiration, neutral",2
schließen,"neutral, pride",2
verschwundenen,"caring, neutral",2
wort,"admiration, approval, curiosity, fear, love, neutral, optimism, realization, sadness, surprise",10
laternenanzünder,"desire, neutral",2
entzündet,"amusement, neutral",2
zögern,"neutral, realization",2
schein,"disgust, neutral",2
wärmen,"admiration, neutral",2
streichholz,"amusement, annoyance, disappointment, love, neutral, realization",6
zweite,"annoyance, caring, neutral",3
entzündete,"amusement, neutral, realization",3
fantasie,"curiosity, neutral",2
lichter,"admiration, joy, neutral",3
erfrorene,"caring, neutral",2
geist,"curiosity, neutral, realization, sadness",4
unheil,"disappointment, neutral",2
erben,"admiration, neutral",2
testament,"admiration, neutral",2
abdanken,"admiration, neutral",2
hofjunker,"amusement, neutral",2
zimmermann,"admiration, love, neutral",3
kopfschütteln,"approval, neutral",2
eigene,"annoyance, approval, disapproval, embarrassment, neutral, surprise",6
freudestrahlend,"approval, neutral",2
wahrscheinlich,"annoyance, neutral",2
unmöglich,"admiration, neutral",2
waisenkinder,"caring, neutral",2
tut,"admiration, approval, neutral, sadness",4
misstrauen,"neutral, surprise",2
hindurch,"disapproval, neutral",2
gespürt,"admiration, neutral",2
nützt,"joy, neutral",2
sun-jae,"amusement, neutral",2
apartment,"neutral, sadness",2
besessenheit,"approval, neutral",2
entwickeln,"disappointment, neutral",2
eifersucht,"neutral, realization",2
geheimnisvollen,"desire, neutral",2
schützen,"annoyance, love, neutral",3
darstellt,"neutral, realization",2
verfolgt,"disappointment, neutral, sadness",3
dicht,"admiration, fear, grief, neutral, surprise",5
zug,"neutral, surprise",2
gezogen,"love, neutral, sadness",3
schuhen,"anger, joy, neutral",3
ging,"admiration, amusement, anger, annoyance, caring, disappointment, excitement, fear, gratitude, joy, neutral, realization, remorse, sadness, surprise",15
mehrere,"fear, neutral, sadness",3
ballett,"approval, love, neutral",3
tänzerin,"admiration, neutral",2
vicki,"disappointment, love, neutral, realization",4
beeindruckt,"admiration, neutral",2
tante,"annoyance, curiosity, neutral, surprise",4
party,"neutral, realization",2
julian,"fear, love, neutral",3
enttäuschung,"disappointment, neutral",2
verlieben,"admiration, love, neutral",3
stück,"admiration, curiosity, disappointment, disgust, neutral, sadness",6
etwa,"amusement, neutral",2
genommen,"admiration, neutral, realization",3
getanzt,"neutral, sadness",2
überzeugt,"disgust, neutral",2
balkon,"neutral, surprise",2
herbei,"neutral, sadness",2
trotz,"anger, disappointment, neutral",3
leeren,"amusement, curiosity, neutral",3
hungrig,"neutral, sadness",2
anzündet,"anger, neutral, realization",3
phantasie,"admiration, neutral",2
großes,"admiration, approval, neutral",3
zweites,"neutral, realization",2
starker,"annoyance, neutral",2
herrlichkeit,"admiration, annoyance, neutral, realization",4
puppe,"anger, disgust, joy, love, neutral",5
berühren,"disappointment, neutral",2
schweben,"gratitude, joy, neutral",3
hinauf,"admiration, neutral",2
pepolino,"anger, disappointment, love, neutral",4
pepolinos,"joy, neutral",2
jahren,"excitement, gratitude, neutral, optimism",4
rotbart,"neutral, surprise",2
holzbein,"neutral, surprise",2
glasauge,"neutral, surprise",2
wert,"admiration, neutral, realization",3
jacob,"anger, neutral",2
fische,"admiration, disappointment, neutral",3
fangen,"annoyance, neutral",2
hafen,"neutral, surprise",2
granny,"joy, neutral, surprise",3
seacat,"anger, neutral",2
großvaters,"neutral, surprise",2
papier,"neutral, realization",2
ganzen,"admiration, approval, disappointment, disapproval, disgust, excitement, love, nervousness, neutral, realization, sadness, surprise",12
entsetzt,"fear, neutral",2
lebend,"admiration, neutral",2
entzückt,"admiration, approval, neutral, sadness",4
hinüber,"anger, curiosity, neutral",3
dicke,"disgust, fear, neutral",3
katze,"annoyance, fear, neutral",3
zurückzukommen,"neutral, surprise",2
sinken,"neutral, realization",2
tot,"anger, curiosity, disgust, love, neutral, realization, sadness",7
teil,"admiration, neutral, optimism",3
kiste,"disapproval, neutral",2
glashaus,"admiration, neutral",2
wachsen,"admiration, approval, desire, neutral",4
wütend,"anger, annoyance, neutral",3
schlagartig,"neutral, realization",2
schneelandschaft,"curiosity, neutral",2
halb,"caring, neutral",2
blühende,"admiration, neutral",2
flora,"admiration, joy, neutral",3
herrlicher,"admiration, neutral",2
trinken,"approval, joy, neutral",3
länger,"neutral, realization",2
tropfen,"admiration, love, neutral",3
blut,"nervousness, neutral",2
fürchten,"admiration, caring, neutral",3
seht,"admiration, amusement, excitement, neutral",4
gemacht,"admiration, neutral",2
eigenschaft,"admiration, approval, joy, neutral",4
besaß,"admiration, amusement, disapproval, embarrassment, neutral, sadness",6
spiegelte,"neutral, realization",2
schlecht,"amusement, caring, disapproval, disgust, neutral, realization",6
ärger,"annoyance, neutral",2
fuhr,"admiration, amusement, desire, neutral",4
gedanke,"admiration, approval, confusion, neutral",4
grinsen,"fear, neutral",2
erzählten,"admiration, amusement, approval, neutral, sadness",5
wunder,"love, neutral",2
geschehen,"confusion, disapproval, neutral, realization",4
liefen,"admiration, amusement, anger, fear, joy, neutral",6
gab,"admiration, amusement, disappointment, excitement, joy, love, neutral, realization",8
verdreht,"disgust, neutral",2
je,"admiration, approval, curiosity, disappointment, joy, love, neutral, pride, realization",9
höher,"fear, neutral",2
flogen,"admiration, amusement, disgust, fear, neutral, sadness",6
konnten,"admiration, disappointment, neutral, sadness",4
festhalten,"neutral, realization",2
groß,"admiration, amusement, disapproval, disgust, joy, neutral, sadness, surprise",8
bekamen,"curiosity, disappointment, neutral",3
spiegelscherbe,"amusement, neutral",2
scheiben,"admiration, neutral",2
betrachten,"admiration, approval, desire, neutral, surprise",5
luft,"admiration, amusement, approval, excitement, fear, neutral",6
knabe,"admiration, neutral",2
drinnen,"admiration, amusement, fear, neutral, sadness",5
besaßen,"neutral, realization",2
dach,"admiration, fear, neutral, pride",4
nachbarhauses,"love, neutral",2
stieß,"fear, neutral",2
entlang,"admiration, neutral",2
lief,"annoyance, approval, excitement, fear, love, neutral",6
brauchte,"caring, joy, neutral",3
konnte,"admiration, amusement, anger, approval, caring, curiosity, desire, disappointment, disapproval, disgust, embarrassment, fear, gratitude, joy, love, neutral, realization, sadness, surprise",19
kasten,"admiration, neutral",2
wuchsen,"admiration, neutral, realization",3
reichten,"admiration, neutral",2
hingen,"admiration, approval, neutral, sadness",4
herunter,"admiration, disapproval, disgust, neutral",4
zweige,"desire, neutral, realization",3
sah,"admiration, amusement, approval, confusion, curiosity, disappointment, disapproval, disgust, embarrassment, excitement, fear, gratitude, joy, love, neutral, realization, sadness",17
wußten,"approval, neutral, realization",3
durften,"admiration, neutral",2
erhielten,"neutral, sadness",2
erlaubnis,"love, neutral",2
spielten,"admiration, approval, neutral",3
schilling,"amusement, disapproval, neutral",3
schönes,"admiration, neutral, sadness",3
rund,"admiration, fear, neutral",3
dahinter,"desire, neutral",2
blitzte,"fear, neutral",2
hieß,"curiosity, neutral",2
mußten,"annoyance, neutral",2
treppen,"love, neutral",2
bienen,"admiration, neutral",2
fragte,"curiosity, disappointment, gratitude, joy, neutral, realization, sadness, surprise",8
wußte,"admiration, amusement, confusion, disapproval, disgust, embarrassment, joy, neutral, sadness",9
fenstern,"admiration, approval, joy, neutral, sadness",5
hinein,"admiration, amusement, anger, annoyance, confusion, curiosity, disapproval, disgust, excitement, fear, gratitude, joy, love, neutral, sadness, surprise",16
sonderbar,"admiration, neutral",2
laß,"disapproval, excitement, neutral",3
schmilzt,"love, neutral",2
erzählte,"admiration, disapproval, joy, neutral, realization",5
loch,"admiration, neutral",2
schneeflocken,"admiration, neutral",2
fielen,"amusement, love, neutral",3
blieb,"admiration, caring, curiosity, fear, neutral, sadness",6
schneeflocke,"admiration, neutral",2
wuchs,"admiration, love, neutral",3
flor,"admiration, joy, neutral",3
millionen,"fear, neutral",2
lebendig,"admiration, desire, neutral",3
klare,"admiration, approval, desire, joy, neutral, realization",6
nickte,"admiration, caring, excitement, love, neutral",5
winkte,"neutral, realization, sadness",3
erschrak,"admiration, fear, neutral, sadness",4
sprang,"admiration, joy, neutral",3
rand,"neutral, sadness",2
kam,"admiration, anger, caring, disappointment, excitement, fear, gratitude, joy, love, nervousness, neutral, realization, sadness, surprise",14
schien,"admiration, amusement, anger, disappointment, love, neutral, realization, sadness, surprise",9
grün,"admiration, gratitude, neutral",3
hervor,"admiration, amusement, caring, curiosity, disgust, love, neutral",7
saßen,"admiration, amusement, curiosity, disgust, love, neutral",6
hielten,"amusement, disgust, neutral",3
gottes,"gratitude, joy, neutral, sadness",4
hellen,"admiration, neutral",2
blickten,"admiration, curiosity, neutral",3
sonnenschein,"admiration, approval, joy, neutral",4
sprachen,"admiration, neutral",2
uhr,"curiosity, neutral",2
schlug,"amusement, anger, nervousness, neutral",4
flog,"admiration, fear, joy, love, neutral, sadness",6
glaube,"admiration, amusement, annoyance, neutral",4
entsinnen,"desire, neutral",2
häßlichen,"anger, annoyance, disapproval, neutral, remorse",5
häßlich,"anger, annoyance, disgust, fear, neutral",5
trat,"admiration, amusement, curiosity, disappointment, love, neutral",6
ordentlich,"admiration, neutral",2
fehler,"approval, neutral",2
sache,"admiration, amusement, neutral",3
tat,"admiration, annoyance, disapproval, fear, joy, neutral, realization, sadness",8
weh,"neutral, sadness",2
splitterchen,"neutral, sadness",2
pfui,"admiration, neutral",2
rief,"admiration, amusement, annoyance, confusion, curiosity, excitement, fear, neutral, pride",9
fuß,"admiration, disgust, neutral, sadness",4
machst,"neutral, sadness",2
schreck,"confusion, fear, neutral, realization",4
gewahr,"neutral, realization",2
bilderbuch,"admiration, curiosity, neutral",3
setzte,"admiration, neutral, optimism",3
sprach,"admiration, amusement, approval, disapproval, love, neutral, optimism, sadness",8
lachten,"amusement, embarrassment, neutral",3
gang,"admiration, neutral",2
sagten,"admiration, amusement, annoyance, approval, curiosity, neutral",6
früher,"admiration, approval, neutral, realization",4
wintertag,"joy, neutral",2
schneite,"annoyance, neutral",2
ließ,"admiration, amusement, confusion, desire, disgust, joy, love, neutral, realization",9
blauen,"admiration, desire, fear, neutral",4
sieh,"admiration, anger, curiosity, disappointment, excitement, neutral",6
besten,"admiration, disgust, gratitude, love, neutral",5
saß,"admiration, approval, caring, curiosity, disapproval, excitement, fear, grief, joy, love, neutral, realization, sadness, surprise",14
jemand,"amusement, annoyance, curiosity, fear, neutral, surprise",6
pelz,"admiration, neutral",2
mütze,"admiration, anger, caring, neutral",4
band,"gratitude, neutral",2
drehte,"admiration, fear, neutral",3
jedesmal,"admiration, neutral",2
fuhren,"amusement, disgust, neutral",3
begann,"admiration, caring, neutral, realization",4
hernieder,"neutral, sadness",2
erblicken,"admiration, desire, joy, neutral, realization, sadness",6
hing,"admiration, fear, neutral",3
hörte,"admiration, anger, approval, joy, neutral, sadness",6
gräben,"love, neutral",2
erschrocken,"disappointment, fear, neutral, sadness",4
vaterunser,"caring, neutral",2
küßte,"admiration, neutral, sadness",3
stirn,"admiration, neutral",2
augenblick,"admiration, caring, desire, fear, love, neutral, realization, sadness",8
spürte,"admiration, fear, neutral, realization",4
ringsumher,"amusement, neutral",2
dachte,"admiration, amusement, confusion, desire, disappointment, disgust, fear, joy, love, neutral, optimism, realization, sadness",13
eins,"admiration, neutral",2
festgebunden,"annoyance, neutral",2
nochmals,"admiration, neutral",2
bekommst,"admiration, approval, caring, neutral",4
landes,"admiration, neutral, realization",3
lächelte,"admiration, disappointment, joy, neutral, realization, sadness",6
blickte,"admiration, amusement, fear, neutral",4
wolke,"admiration, neutral",2
länder,"curiosity, neutral",2
krähen,"admiration, neutral",2
dahin,"admiration, neutral, realization, sadness",4
betrachtete,"curiosity, joy, neutral, sadness",4
schlief,"admiration, disgust, joy, neutral",4
erging,"desire, neutral",2
zurückkehrte,"amusement, neutral",2
mächtig,"admiration, neutral",2
binden,"admiration, neutral",2
tränen,"love, neutral",2
weinte,"admiration, amusement, disapproval, joy, love, neutral, sadness",7
fluß,"caring, confusion, neutral",3
finstere,"fear, neutral",2
antwortete,"anger, approval, neutral",3
morgens,"neutral, sadness",2
zog,"admiration, amusement, anger, curiosity, disappointment, fear, neutral, realization, sadness",9
hast,"admiration, anger, annoyance, approval, confusion, curiosity, love, neutral, optimism, sadness",10
warf,"admiration, anger, annoyance, caring, neutral",5
wellen,"admiration, amusement, annoyance, neutral, realization",5
glaubte,"disapproval, joy, love, neutral, surprise",5
schilf,"gratitude, neutral",2
lag,"admiration, amusement, desire, fear, joy, love, neutral, realization, sadness",9
bewegung,"admiration, neutral",2
verursachte,"amusement, joy, neutral",3
glitt,"neutral, sadness",2
bemerkte,"amusement, neutral",2
zurückkam,"admiration, neutral",2
lande,"admiration, neutral",2
schneller,"approval, neutral",2
sangen,"admiration, amusement, joy, love, neutral, sadness",6
gleichsam,"neutral, realization",2
strom,"admiration, neutral",2
vielleicht,"curiosity, desire, love, neutral, optimism, realization, sadness",7
erhob,"admiration, neutral",2
sonderbaren,"admiration, fear, joy, neutral",4
hob,"admiration, amusement, desire, disgust, joy, neutral",6
froh,"disappointment, gratitude, joy, neutral",4
obgleich,"admiration, neutral",2
fürchtete,"fear, neutral",2
schüttelte,"joy, neutral",2
gesagt,"admiration, approval, caring, curiosity, disgust, grief, neutral",7
gefragt,"neutral, surprise",2
lagen,"admiration, grief, neutral",3
blau,"admiration, love, nervousness, neutral",4
farben,"admiration, annoyance, neutral",3
herein,"fear, neutral, sadness",3
kirschen,"admiration, neutral",2
kämmte,"admiration, neutral",2
glänzte,"admiration, fear, neutral",3
herrlich,"admiration, approval, curiosity, joy, neutral",5
rings,"admiration, amusement, approval, neutral",4
antlitz,"admiration, confusion, neutral",3
aussah,"disgust, neutral",2
vergaß,"admiration, neutral",2
schön,"admiration, annoyance, confusion, desire, disappointment, gratitude, joy, love, neutral, realization",10
blühten,"admiration, neutral",2
erblickte,"admiration, amusement, curiosity, joy, love, neutral",6
führte,"approval, joy, neutral",3
kannte,"grief, neutral, realization, sadness",4
blume,"admiration, approval, curiosity, neutral",4
wieviel,"curiosity, neutral",2
betrachtet,"admiration, neutral",2
steckte,"disappointment, embarrassment, fear, neutral, realization",5
schönste,"admiration, confusion, neutral",3
senkte,"curiosity, neutral",2
gedanken,"disappointment, fear, neutral, realization",4
beisammen,"desire, neutral",2
suchte,"disappointment, fear, love, neutral",4
ach,"admiration, annoyance, approval, curiosity, desire, disappointment, neutral, sadness, surprise",9
rosenstrauch,"admiration, neutral",2
verschwunden,"neutral, realization, sadness",3
schoß,"neutral, surprise",2
empor,"neutral, sadness",2
umarmte,"approval, love, neutral",3
gedachte,"admiration, fear, love, neutral",4
herrlichen,"admiration, annoyance, gratitude, neutral",4
träumte,"admiration, desire, joy, neutral",4
eigenes,"admiration, disgust, joy, neutral",4
bum,"anger, neutral, surprise",3
mantel,"admiration, desire, neutral, optimism",4
flammen,"love, neutral",2
stärker,"approval, love, neutral, sadness, surprise",5
körper,"admiration, amusement, approval, disappointment, nervousness, neutral, sadness",7
verstehe,"confusion, neutral",2
durchaus,"annoyance, embarrassment, neutral, realization",4
winde,"admiration, neutral",2
blatt,"love, neutral, realization",3
zweigen,"admiration, neutral",2
schwebt,"neutral, sadness",2
leichter,"anger, neutral",2
prächtige,"admiration, neutral, sadness, surprise",4
meinst,"gratitude, neutral",2
spreche,"admiration, neutral",2
erwiderte,"annoyance, approval, disapproval, neutral",4
schaukel,"disgust, neutral",2
blasen,"admiration, neutral",2
leicht,"admiration, approval, neutral",3
elfen,"amusement, neutral",2
menschenkinder,"fear, neutral",2
duft,"admiration, annoyance, neutral",3
glitten,"joy, love, neutral",3
schwebende,"admiration, neutral",2
leichen,"anger, neutral",2
nein,"admiration, amusement, annoyance, disappointment, disapproval, disgust, neutral, surprise",8
klang,"admiration, disgust, neutral",3
läuten,"admiration, neutral",2
butterblume,"admiration, curiosity, neutral",3
helle,"admiration, caring, neutral",3
sage,"approval, neutral",2
weißt,"admiration, curiosity, neutral, sadness",4
gelbe,"curiosity, neutral",2
sonnenstrahlen,"joy, neutral",2
munde,"joy, neutral",2
grunde,"admiration, annoyance, joy, neutral, realization",5
morgenstunde,"joy, neutral",2
seufzte,"approval, disappointment, disgust, embarrassment, fear, joy, neutral",7
gewiß,"admiration, annoyance, approval, neutral, realization",5
komme,"curiosity, disapproval, joy, neutral",4
bescheid,"disapproval, joy, neutral",3
pfingstlilie,"curiosity, neutral",2
bein,"admiration, disappointment, neutral, sadness",4
teetopf,"admiration, neutral",2
hals,"admiration, amusement, disappointment, fear, joy, neutral",6
weißer,"admiration, neutral",2
stiele,"admiration, neutral",2
drückte,"admiration, anger, neutral",3
ruhen,"admiration, annoyance, neutral",3
trug,"admiration, caring, desire, grief, love, neutral, optimism",7
früchte,"curiosity, neutral",2
zogen,"disgust, fear, neutral",3
vierte,"amusement, neutral",2
mußte,"admiration, amusement, disgust, embarrassment, fear, gratitude, joy, neutral",8
ausruhen,"fear, neutral",2
hüpfte,"admiration, disgust, neutral",3
ruhig,"admiration, fear, neutral",3
verstand,"admiration, love, neutral",3
fühlte,"admiration, annoyance, approval, embarrassment, fear, nervousness, neutral, pride, realization, sadness",10
gedrückt,"nervousness, neutral, sadness",3
gelernt,"admiration, neutral, realization",3
verheiraten,"admiration, neutral",2
bloß,"admiration, neutral",2
vornehm,"admiration, neutral",2
langweilig,"annoyance, disappointment, love, neutral",4
hörten,"amusement, joy, neutral",3
vergnügt,"love, neutral, surprise",3
